Title,Handheld?,Max Players,Multiplatform?,Online?,Genres,Licensed?,Publishers,Sequel,Review Score,Sales,Used Price,Console,Rating,Re-release?,Year,CT_All,CT_Comp,CT_MainExtra,CT_MainOnly
Conflict: Denied Ops,True,4,True,True,Action,True,Eidos,True,52,0.09,12.95,X360,T,True,2008,5.67,-100.0,12.25,5.58
Top Spin 3,True,4,True,True,Sports,True,2K,True,78,0.09,19.95,X360,T,True,2008,-100.0,-100.0,-100.0,-100.0
Blitz: The League II,True,2,True,True,Action,True,Midway,True,62,0.09,14.95,PlayStation 3,M,True,2008,20.0,-100.0,-100.0,20.0
Hellboy: The Science of Evil,True,2,True,True,Action,True,Konami,True,47,0.09,16.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
Castlevania Judgment,True,2,True,True,Action,True,Konami,True,49,0.09,17.95,Nintendo Wii,T,True,2008,6.0,-100.0,-100.0,6.0
Death Jr. II: Root of Evil,True,2,True,True,Action,True,Eidos,True,71,0.09,17.95,Nintendo Wii,E,True,2008,9.7,-100.0,13.38,6.02
Raiden IV,True,2,True,True,Action,True,Unknown,True,63,0.09,32.95,X360,T,True,2008,0.8300000000000001,-100.0,-100.0,0.8300000000000001
Metal Slug 7,True,1,True,True,Action,True,Unknown,True,70,0.09,17.95,Nintendo DS,M,True,2008,0.98,-100.0,-100.0,0.98
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,77,0.09,15.95,Nintendo DS,E,True,2008,12.0,19.63,12.0,11.0
Trauma Center: Under The Knife 2,True,1,True,True,Action,True,Unknown,True,79,0.09,19.95,Nintendo DS,T,True,2008,10.53,-100.0,-100.0,10.53
Fracture,True,1,True,True,Action,True,Unknown,True,62,0.09,14.95,PlayStation 3,M,True,2008,7.0,-100.0,8.53,7.0
Alone in the Dark,True,1,True,True,Action,True,Atari,True,39,0.09,14.95,Nintendo Wii,T,True,2008,6.12,8.5,-100.0,6.0
Final Fantasy Fables: Chocobo's Dungeon,True,1,True,True,Action,True,SquareEnix,True,76,0.09,17.95,Nintendo Wii,M,True,2008,25.0,38.65,31.88,21.17
The King of Fighters Collection: The Orochi Saga,True,1,True,True,Action,True,Unknown,True,70,0.09,17.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
Klonoa: Door to Phantomile,True,1,True,True,Action,True,Namco,True,77,0.09,17.95,Nintendo Wii,T,True,2008,4.13,4.75,5.23,4.0
Samurai Warriors: Katana,True,1,True,True,Action,True,Unknown,True,53,0.09,17.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
Battle of the Bands,True,2,True,True,Action,True,THQ,True,58,0.08,14.95,Nintendo Wii,T,True,2008,-100.0,-100.0,-100.0,-100.0
Hellboy: The Science of Evil,True,2,True,True,Action,True,Konami,True,44,0.08,14.95,X360,M,True,2008,-100.0,-100.0,-100.0,-100.0
Dragon Ball: Origins,True,1,True,True,Action,True,Atari,True,78,0.08,15.95,Nintendo DS,M,True,2008,10.78,-100.0,13.0,10.52
Ninja Reflex,True,1,True,True,Action,True,EA,True,54,0.08,12.95,Nintendo DS,T,True,2008,3.83,3.67,-100.0,4.0
Space Bust-A-Move,True,1,True,True,Strategy,True,SquareEnix,True,71,0.08,17.95,Nintendo DS,M,True,2008,4.02,7.03,-100.0,1.0
Top Spin 3,True,1,True,True,Sports,True,2K,True,75,0.08,24.95,PlayStation 3,M,True,2008,-100.0,-100.0,-100.0,-100.0
UEFA Euro 2008,True,7,True,True,Sports,True,EA,True,79,0.07,17.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
"Blast Works: Build, Trade, Destroy",True,4,True,True,Action,True,Unknown,True,78,0.07,14.95,Nintendo Wii,T,True,2008,-100.0,-100.0,-100.0,-100.0
FIFA Street 3,True,4,True,True,Sports,True,EA,True,63,0.07,14.95,X360,T,True,2008,5.5,-100.0,8.0,5.0
Blitz: The League II,True,2,True,True,Action,True,Midway,True,68,0.07,12.95,X360,M,True,2008,20.0,-100.0,-100.0,20.0
Space Chimps,True,2,True,True,Action,True,Unknown,True,57,0.07,14.95,X360,T,True,2008,2.4,-100.0,2.4,-100.0
The Spiderwick Chronicles,True,2,True,True,Action,True,Unknown,True,59,0.07,14.95,X360,E,True,2008,5.0,-100.0,8.0,4.0
Etrian Odyssey II: Heroes of Lagaard,True,1,True,True,Role-Playing (RPG),True,Unknown,True,82,0.07,24.95,Nintendo DS,T,True,2008,53.8,72.0,67.45,45.0
Line Rider 2: Unbound,True,1,True,True,Simulation,True,Unknown,True,59,0.07,8.95,Nintendo DS,M,True,2008,-100.0,-100.0,-100.0,-100.0
The King of Fighters Collection: The Orochi Saga,True,1,True,True,Action,True,Unknown,True,61,0.07,17.95,Sony PSP,E,True,2008,-100.0,-100.0,-100.0,-100.0
Target: Terror,True,1,True,True,Action,True,Konami,True,33,0.07,17.95,Nintendo Wii,M,True,2008,-100.0,-100.0,-100.0,-100.0
Legendary,True,1,True,True,Action,True,Atari,True,47,0.07,17.95,X360,T,True,2008,5.63,6.92,6.5,5.0
Universe at War: Earth Assault,True,1,True,True,Action,True,Sega,True,66,0.07,14.95,X360,T,True,2008,16.0,-100.0,-100.0,16.0
Smash Court Tennis 3,True,4,True,True,Simulation,True,Atari,True,55,0.06,14.95,X360,E,True,2008,-100.0,-100.0,-100.0,-100.0
Code Lyoko: Fall of X.A.N.A,True,1,True,True,Action,True,Unknown,True,51,0.06,14.95,Nintendo DS,M,True,2008,15.15,-100.0,-100.0,15.15
Knights in the Nightmare,True,1,True,True,Role-Playing (RPG),True,Unknown,True,76,0.06,29.95,Nintendo DS,M,True,2008,28.85,-100.0,31.0,28.55
Lock's Quest,True,1,True,True,Action,True,THQ,True,80,0.06,14.95,Nintendo DS,E,True,2008,15.0,-100.0,15.0,15.0
Master of the Monster Lair,True,1,True,True,Role-Playing (RPG),True,Unknown,True,63,0.06,14.95,Nintendo DS,M,True,2008,-100.0,-100.0,-100.0,-100.0
N+,True,1,True,True,Action,True,Atari,True,82,0.06,14.95,Nintendo DS,M,True,2008,18.0,18.0,-100.0,16.5
Pipe Mania,True,1,True,True,Strategy,True,Unknown,True,71,0.06,14.95,Nintendo DS,T,True,2008,-100.0,-100.0,-100.0,-100.0
The Spiderwick Chronicles,True,1,True,True,Role-Playing (RPG),True,Unknown,True,60,0.06,12.95,Nintendo DS,E,True,2008,5.0,-100.0,8.0,4.0
Summon Night: Twin Age,True,1,True,True,Role-Playing (RPG),True,Unknown,True,73,0.06,24.95,Nintendo DS,E,True,2008,15.0,24.0,14.98,15.0
Wild Arms XF,True,1,True,True,Role-Playing (RPG),True,Unknown,True,64,0.06,17.95,Sony PSP,M,True,2008,53.87,77.48,55.0,50.9
FIFA Street 3,True,1,True,True,Sports,True,EA,True,63,0.06,17.95,PlayStation 3,T,True,2008,5.5,-100.0,8.0,5.0
MotoGP 08,True,1,True,True,Racing / Driving,True,Unknown,True,65,0.06,17.95,PlayStation 3,T,True,2008,-100.0,-100.0,-100.0,-100.0
Harvey Birdman: Attorney at Law,True,1,True,True,Adventure,True,Capcom,True,60,0.06,14.95,Nintendo Wii,M,True,2008,4.0,7.07,-100.0,3.75
Let's Tap,True,1,True,True,Simulation,True,Sega,True,70,0.06,17.95,Nintendo Wii,E,True,2008,-100.0,-100.0,-100.0,-100.0
NHL 2K9,True,1,True,True,Sports,True,2K,True,65,0.06,14.95,Nintendo Wii,T,True,2008,-100.0,-100.0,-100.0,-100.0
Conflict: Denied Ops,True,4,True,True,Action,True,Eidos,True,51,0.05,17.95,PlayStation 3,E,True,2008,5.67,-100.0,12.25,5.58
Worms: A Space Oddity,True,4,True,True,Action,True,THQ,True,64,0.05,17.95,Nintendo Wii,M,True,2008,10.0,-100.0,10.0,-100.0
UEFA Euro 2008,True,4,True,True,Sports,True,EA,True,80,0.05,14.95,X360,M,True,2008,-100.0,-100.0,-100.0,-100.0
Overlord: Raising Hell,True,2,True,True,Action,True,Unknown,True,72,0.05,17.95,PlayStation 3,T,True,2008,14.5,37.0,11.75,8.5
Battle Fantasia,True,2,True,True,Action,True,Unknown,True,71,0.05,22.95,X360,M,True,2008,1.05,-100.0,-100.0,1.05
Bangai-O Spirits,True,1,True,True,Action,True,Unknown,True,83,0.05,14.95,Nintendo DS,M,True,2008,10.5,20.0,11.0,8.0
Dungeon Explorer: Warriors of Ancient Arts,True,1,True,True,Action,True,Unknown,True,60,0.05,17.95,Nintendo DS,M,True,2008,7.83,-100.0,-100.0,7.83
From the Abyss,True,1,True,True,Action,True,Unknown,True,60,0.05,19.95,Nintendo DS,T,True,2008,5.63,19.0,-100.0,5.13
New International Track & Field,True,1,True,True,Action,True,Konami,True,73,0.05,14.95,Nintendo DS,M,True,2008,-100.0,-100.0,-100.0,-100.0
Soul Bubbles,True,1,True,True,Strategy,True,Eidos,True,78,0.05,14.95,Nintendo DS,T,True,2008,8.65,9.15,9.0,6.0
Tropix!,True,1,True,True,Action,True,Unknown,True,59,0.05,23.95,Nintendo DS,M,True,2008,-100.0,-100.0,-100.0,-100.0
Unsolved Crimes,True,1,True,True,Action,True,Unknown,True,66,0.05,17.95,Nintendo DS,T,True,2008,-100.0,-100.0,-100.0,-100.0
Zubo,True,1,True,True,Adventure,True,EA,True,75,0.05,14.95,Nintendo DS,E,True,2008,15.0,-100.0,15.0,-100.0
Ford Racing Off Road,True,1,True,True,Racing / Driving,True,Unknown,True,47,0.05,12.95,Sony PSP,M,True,2008,-100.0,-100.0,-100.0,-100.0
Harvey Birdman: Attorney at Law,True,1,True,True,Adventure,True,Capcom,True,62,0.05,14.95,Sony PSP,M,True,2008,4.0,7.07,-100.0,3.75
Secret Agent Clank,True,1,True,True,Action,True,Sony,True,72,0.05,23.95,Sony PSP,M,True,2008,7.5,-100.0,8.0,7.5
Space Invaders Extreme,True,1,True,True,Action,True,SquareEnix,True,84,0.05,16.95,Sony PSP,M,True,2008,-100.0,-100.0,-100.0,-100.0
Armored Core: For Answer,True,1,True,True,Action,True,Ubisoft,True,62,0.05,29.95,PlayStation 3,M,True,2008,14.5,272.5,18.5,9.93
Legendary,True,1,True,True,Action,True,Atari,True,50,0.05,19.95,PlayStation 3,E,True,2008,5.63,6.92,6.5,5.0
Agatha Christie: Evil Under the Sun,True,1,True,True,Adventure,True,Unknown,True,46,0.05,17.95,Nintendo Wii,M,True,2008,7.62,6.0,-100.0,9.25
Agatha Christie: And Then There Were None,True,1,True,True,Adventure,True,Unknown,True,50,0.05,17.95,Nintendo Wii,M,True,2008,7.5,9.5,-100.0,7.5
Armored Core: For Answer,True,1,True,True,Action,True,Ubisoft,True,64,0.05,24.95,X360,T,True,2008,14.5,272.5,18.5,9.93
Cradle of Rome,True,1,True,True,Strategy,True,Unknown,True,63,0.04,17.95,Nintendo DS,E,True,2008,-100.0,-100.0,-100.0,-100.0
The Dark Spire,True,1,True,True,Adventure,True,Unknown,True,69,0.04,24.95,Nintendo DS,T,True,2008,45.0,50.0,76.82,27.92
"Flower, Sun and Rain",True,1,True,True,Adventure,True,Unknown,True,54,0.04,23.95,Nintendo DS,M,True,2008,8.23,7.5,8.82,8.0
Insecticide,True,1,True,True,Action,True,Unknown,True,55,0.04,12.95,Nintendo DS,T,True,2008,3.68,-100.0,2.6,3.7
Izuna 2: The Unemployed Ninja Returns,True,1,True,True,Role-Playing (RPG),True,Unknown,True,65,0.04,17.95,Nintendo DS,E,True,2008,13.25,-100.0,-100.0,13.25
Looney Tunes: Cartoon Conductor,True,1,True,True,Action,True,Eidos,True,67,0.04,13.95,Nintendo DS,M,True,2008,4.75,5.5,-100.0,4.0
Nanostray 2,True,1,True,True,Action,True,Unknown,True,75,0.04,12.95,Nintendo DS,M,True,2008,3.0,-100.0,-100.0,3.0
Hellboy: The Science of Evil,True,1,True,True,Action,True,Konami,True,42,0.04,14.95,Sony PSP,E,True,2008,-100.0,-100.0,-100.0,-100.0
Pipe Mania,True,1,True,True,Strategy,True,Unknown,True,74,0.04,12.95,Sony PSP,T,True,2008,-100.0,-100.0,-100.0,-100.0
UEFA Euro 2008,True,1,True,True,Sports,True,EA,True,68,0.04,19.95,Sony PSP,E,True,2008,-100.0,-100.0,-100.0,-100.0
Vampire Rain,True,1,True,True,Action,True,Unknown,True,30,0.04,24.95,PlayStation 3,E,True,2008,10.5,-100.0,-100.0,10.5
Baroque,True,1,True,True,Action,True,Unknown,True,50,0.04,19.95,Nintendo Wii,T,True,2008,7.78,-100.0,-100.0,7.78
Supreme Commander,True,1,True,True,Strategy,True,Unknown,True,56,0.04,17.95,X360,T,True,2008,20.0,42.25,25.85,19.0
Hail to the Chimp,True,4,True,True,Action,True,Unknown,True,52,0.03,16.95,X360,M,True,2008,-100.0,-100.0,-100.0,-100.0
Assassin's Creed: Altar's Chronicles,True,1,True,True,Action,True,Ubisoft,True,58,0.03,11.95,Nintendo DS,T,True,2008,4.87,5.0,4.5,5.0
The Legend of Kage 2,True,1,True,True,Action,True,SquareEnix,True,70,0.03,14.95,Nintendo DS,E,True,2008,3.33,-100.0,-100.0,3.33
Rhapsody: A Musical Adventure,True,1,True,True,Role-Playing (RPG),True,Unknown,True,67,0.03,12.95,Nintendo DS,M,True,2008,10.0,12.87,12.5,9.13
Secret Files: Tunguska,True,1,True,True,Adventure,True,Unknown,True,71,0.03,17.95,Nintendo DS,M,True,2008,9.33,12.0,11.5,8.72
Fading Shadows,True,1,True,True,Action,True,Unknown,True,62,0.03,17.95,Sony PSP,E,True,2008,-100.0,-100.0,-100.0,-100.0
Hail to the Chimp,True,1,True,True,Action,True,Unknown,True,51,0.03,15.95,PlayStation 3,M,True,2008,-100.0,-100.0,-100.0,-100.0
Secret Files: Tunguska,True,2,True,True,Adventure,True,Unknown,True,64,0.02,17.95,Nintendo Wii,M,True,2008,9.33,12.0,11.5,8.72
Chicken Hunter,True,1,True,True,Action,True,Unknown,True,39,0.02,17.95,Nintendo DS,T,True,2008,1.5,1.5,-100.0,-100.0
